"ASV","Taxon","Confidence"
"6acd1adec2deaa72ed799767bf475d56","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea","0.9658715"
"f03f5b211157fdb32a52cb4d1612d9e3","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea; s__uncultured_bacterium","0.7642850"
"f820e0c88023e08722a1b6684a16a2a4","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea","0.7150380"
"6cab75ae7c61374d70ab8a98a65fe760","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae","0.9624347"
"46c31b2c00c4fefa1d70afb3f3dcbb2d","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea","0.8502365"
"1ff7da94bfea86b462337f3cf85f8ccf","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea","0.9711181"
"4346248e10a7a67228c4ab9f1f45e3c5","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea","0.9511568"
"255611f517072623f14161e5d8b51b19","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae","0.9743123"
"cf44b145cefea6285191319504a0805a","d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae","0.9973102"
"dcb8145cde122977e90d6021166ad0f1","d__Bacteria","0.9821646"
"655f33d7a1a5830dacb5b8a8a00b2583","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter","0.9876750"
"9b0e99d4b47d090b5d570aab3b447f63","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1","0.8086506"
"45cc85e9db0517fe18f5672c97518e65","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1; s__uncultured_prokaryote","0.9605230"
"49ba266dc17d203593dced1c199c0e40","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1; s__uncultured_bacterium","0.8375569"
"f92bcc23f4960b45c58d79e4c85db367","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae; s__uncultured_verrucomicrobium","0.9239667"
"d31fd0a952346abc9956369498b6eff5","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__uncultured","0.9989403"
"66596ff9ebb0e561d98cb26124ab916b","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__DEV008; s__metagenome","0.9931685"
"9069d42106a26a438808d80197d12f77","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1","0.9597357"
"2dfec4bcaf06376e6b0400f8dbd81bdb","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1","0.9418482"
"51b996b8416e1650d30df5bd02ee7c5a","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter","0.9991520"
"7a88f4867ceb5d4688193c8be38ee264","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter","0.9994147"
"32f66bdb077140fcd9fe0855e7f7e9c4","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Lacunisphaera","0.9994104"
"99ca1c66a10dcc73d1d45ab58e588b84","d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae","0.9995368"
"3306886f048c458507b1f4760f2538b6","d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus","0.9998304"
"b6299a554f4ad59fe0b8de0b63b2e85d","d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__bioreactor_metagenome","0.9620908"
"a74b66e0e8f1abe4335bd0d4c85d7dd1","d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_Nitrospira","0.9255484"
"af18ef2559b8834e71c863e8ebff8b27","d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1","0.9991331"
"a217ff3eb49f4b6c9bc4094484eb8747","d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_Nitrospirae","0.9552407"
"7f9edc1e97be96c8c53809d7efdb57a1","d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_Nitrospirae","0.9254666"
"c515a01cee3dca8320fe8dd01e557f64","d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_Myxococcales","0.9346217"
"d3a4cb71ee9f3fe75f5a309096eff9df","d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_Thermaerobacter","0.9945517"
"5264ee0a9a8924a57303c9b16c37f180","d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast","0.9999966"
"65d9cde6e1dc37fa697ccd8886ad382f","d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast","0.9999829"
"f1dfe0e579507315fa409e7ad3d3b9f6","d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Cyanobacterium","0.8029647"
"c7a112fa1c3cac8cc69470da8d743f76","d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanosarcina","0.9982343"
"975a2ca1892f598f296abdcba2271c13","d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanosarcina","0.9993820"
"a551bde055d1da908e2fd4f74ab885c6","d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosarcinaceae; g__Methanosarcina","0.9978641"
"5a41a4de5313db0797e2b0c01bf1a89f","d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanoregula","0.9998879"
"bd262efa3b4db212cb37c175e2027023","d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoregulaceae; g__Methanoregula; s__uncultured_archaeon","0.7081085"
"20ba013d832e43f8503a92fa9802cf1e","d__Archaea; p__Halobacterota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiales; g__uncultured","0.9275899"
"57736c0c664f047ca5702a2fe9d13508","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae","0.9998916"
"99f187676f4ae2e291978e8f1f022cfe","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caloramatoraceae; g__Fonticella; s__uncultured_bacterium","0.8972630"
"d9678bba1f5aad39801a943902bd83c6","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1","0.8601039"
"5cb4808d4c539368e4be56fdfb5b13ef","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_12; s__Clostridium_magnum","0.8214710"
"a55ac360b9d78fc609a9f72708e1733e","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae","0.9987910"
"744cd7be89ec8a542125cf9cc4323b68","d__Bacteria; p__Chloroflexi","0.7447164"
"21f703dd04c22f99d6e4850f18e6d7f9","d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidaceae; g__Dehalogenimonas","0.9998996"
"22c1968426d83dd76cad56d38c34164c","d__Bacteria; p__Firmicutes","0.7800033"
"6923f3bae80c35db32bf9480eebb48ce","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae; g__uncultured; s__uncultured_Ruminococcaceae","0.9521490"
"a826b038a933b09550f739e900be75bd","d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_soil","0.8681405"
"b392ea3fb5f7aa3bcf9a29f2d16a6d27","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__OLB12; s__uncultured_bacterium","0.7218559"
"a43d0eeac5af9c1b3649fc74f6026a95","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium","0.9997343"
"bf8d532c1a816fb666983fb0d40200a9","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium","0.9998292"
"ee59f0cb927518a8b09ef73b5954a4e6","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__uncultured","0.9864784"
"cab3d3f6f7403d8635e32223192fa707","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__SB-5; g__SB-5; s__uncultured_Bacteroidetes","0.7717646"
"4a2ab47b7cf7a09c11efb3f0c3c685f6","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales","0.8877896"
"a2b8b5964158a7ecd330e711f9ad19f1","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__SB-5; g__SB-5","0.7421978"
"6249ef95364e43420b38c1d674fa5ad3","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales","0.8270964"
"dd5b14a5ecca094e1745dc319c5dddc3","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales","0.9020427"
"82abbf4c94d14686da55c8d9ae909c6e","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17","0.8917317"
"878fed3c9ba9f08100a368c6eb16646c","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17","0.9920109"
"665cca7c9b820349ece5dc77a548adb2","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17","0.9986180"
"22a311e9cb579fe90a9d413f6120d313","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17","0.9873009"
"e90081f7c539d9270f6311558df5dc4f","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_vadinHA17; g__Bacteroidetes_vadinHA17","0.9720946"
"7e0a4cb42b6d0a4be5bbe8949526b875","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_Sphingobacteriales","0.9507182"
"eaf56b43c1ed529e2610ae426820214e","d__Bacteria; p__Bacteroidota; c__Bacteroidia","0.9995244"
"7b061331740ca9d4ebb0cb30abeaf375","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales","0.7174372"
"6be81bbe29eca36e9d3f49b192d2ff72","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__BSV13; s__uncultured_soil","0.7797476"
"492f3830807e507a961a7a7a9ba0afa6","d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta","0.9975559"
"873cd20c70d8f6fd5a97fccde4b688bb","d__Archaea; p__Halobacterota; c__Methanosarcinia; o__Methanosarciniales; f__Methanosaetaceae; g__Methanosaeta","0.8599110"
"15235074bbcb4bb67993c09e58a73e91","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_melaninogenica","0.9231083"
"7439d907ec34ec4a159c30d1bcbb86a6","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter","0.8424647"
"84bd80c745d276e983c9fa843e0b18ff","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_pasteri","0.7205279"
"86087a50f366c34fec71e0f2fd9e8b2a","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Williamwhitmaniaceae; g__Blvii28_wastewater-sludge_group; s__uncultured_Bacteroidetes","0.9634388"
"2899bf1d46092df393a19c7e90731790","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae","0.9656370"
"2a5e80d4a9084878a8894548c2d8cdde","d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__unidentified_eubacterium","0.7699441"
"fc4ff24418d6e470ee3ed2c242a6b552","d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__denitrifying_bacterium","0.9998182"
"0cd6553b5dea7ab0d17b635b13730bf3","d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26","0.7569908"
"97e9286fef6a7d54fdbc55f7ee6420b5","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Dinghuibacter","0.7906567"
"fa69da0320f2ab38b3709db140051818","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas","0.8982247"
"c29e8eeb029d76467d71192359788697","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavisolibacter","0.8480894"
"a2458d516d549cb148a1c012938fe74e","d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas","0.8636584"
"bd1cccc03ad9e21f94ddccdf48676775","d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae; g__uncultured; s__iron-reducing_bacterium","0.8749449"
"52892b558b4b6ad1186c61c3c84b2057","d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured","0.9422019"
"2bfa6f7b897f6d8a7419067dc041ef0d","d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256","0.9978197"
"6e85b057ad01e650c773b98e0e05f81f","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__PeM15; f__PeM15; g__PeM15; s__uncultured_soil","0.9996796"
"b15f9b0d303ebd058c05e185e9f23cde","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces","0.9990697"
"7151b8ca6b8544ca1ebfdc8c82d2a0d9","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia","0.9180378"
"c7da6684e1df5f5c8b7f60356e31fa03","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium","0.9999126"
"11334291947eca314219c89eb5ab301c","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae","0.9996778"
"83b2edbd78e92f31aae64fe58bdd7b51","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides","0.9938702"
"87f93de804adfd18c919de5b217b97c7","d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__PeM15; f__PeM15; g__PeM15","0.9819456"
"949f344a7f907402b166d1212ee76521","d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__freshwater_sediment","0.7235094"
"072c24a1c9eaf212c22b91e114a344f9","d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__OPB41; f__OPB41; g__OPB41","0.9999635"
"77db1294fe792023f1be1d334170f025","d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__OPB41; f__OPB41; g__OPB41; s__uncultured_Coriobacteriia","0.7644796"
"9e48e8a0dc1ae7bdd0c2e0372c81bceb","d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales","0.8701888"
"8a7dcd32431112b29ac588daa712e0a2","d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus","0.8301725"
"975389496dea4054c1984049113ad13a","d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae","0.7838566"
"9b84490aceb1ff01082d1aaeeaa2878b","d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus","0.7042809"
"cfa519f6010293275b16cc569153f427","d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales","0.9946814"
"5e75d44e08c645fc524a6197e39d2440","d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales","0.9949551"
"6df051bbd4bcd964a606a1f30de4d854","d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus","0.9965078"
"03b1bb29515ecd519a78d3b0890d3518","d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_brachy_group; s__uncultured_Firmicutes","0.7095941"
"beb12ac543ed86426a4ec46e754e8826","d__Bacteria","0.9976540"
"ebae2a981a839af3b7a5ca6125ce9754","d__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus","0.9987126"
"1b46341a38099b86273daf4b35f0e354","d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__Ignavibacterium; s__uncultured_prokaryote","0.9332647"
"001019bef7e85dd4e750b60692035c3f","d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36","0.9970793"
"7390b7e332c34efa0e2b633002d77214","d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae","0.7664876"
"4c3854a71c22f3e37ae7ecf745f5059f","d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__AKAU3564_sediment_group; g__AKAU3564_sediment_group","0.7841740"
"a0a9c935df9f65b44ae632537ea5207a","d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9; f__KCLunmb-38-53; g__KCLunmb-38-53; s__uncultured_bacterium","0.9771933"
"58b101957e64922cf4f52647e0cc7b27","d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured","0.9951220"
"1e7d5d8c96441d7c46cd7e9d4c16d048","d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured","0.9928650"
"3a603548a97480df57e884daa629508e","d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured","0.9942307"
"45315fda1a57db38e4528a2228af38ca","d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium","0.9005392"
"a8cda051272eb633974450ccd099cb34","d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales","0.9986432"
"7a2a5011d962e5a4f09f8d5ab03bf1e1","d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales","0.9990534"
"37e6d96812daca8d46cc8312ecb684bc","d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__metagenome","0.9586787"
"e5abdf962a26f2f29525c78d82563874","d__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae","0.9998815"
"7e5a00eabf0fe188a75f6061bd39ff18","d__Bacteria","0.9993954"
"cb6f8c9fcbe08e667c79b025c6f907da","d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomassiliicoccaceae; g__uncultured","0.9997837"
"5133c55c60a2f9cab58f91c7d566194d","d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Subgroup_7; f__Subgroup_7; g__Subgroup_7; s__uncultured_Acidobacterium","0.7214752"
"2867769eb91e75c60c00d3d0fe66a31b","d__Bacteria; p__Nitrospirota; c__4-29-1; o__4-29-1; f__4-29-1; g__4-29-1; s__uncultured_proteobacterium","0.9981859"
"bb459035408919d2d038ebaf6b14caff","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Polymorphobacter","0.9994520"
"52ac4d64fd7af9b1db09c38c4c993504","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales","0.9997965"
"1df5c6280d6933f7b8bbb8bb76368e66","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales","0.9992047"
"f0319eb8d10ef4cb314b5e950494067f","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured","0.9745106"
"5252f7f04c0749c311893b8ac5d1997a","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia","0.8697870"
"b53e1bbf7e88498e92bb9297e2507f00","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae","0.8054708"
"f6a7edceeca9468e7110c97c524d6bbd","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys","0.8648257"
"71b3be76346dd342afb802266a678d41","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudorhodoplanes","0.7523032"
"386a48fc341ce522c047c96012b23554","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae","0.9878728"
"419b90cd93f225d5af71d925752212c4","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__uncultured","0.8823352"
"e3a1610447c5451f1d08e92ade8a7f1e","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured","0.8292600"
"7150cad145d16e815a3e734339421cf6","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__Methyloligellaceae; s__uncultured_bacterium","0.7892478"
"ec484fe782497d664ec73cdd9fbe77f4","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium","0.9886056"
"1720a72f2b4dad9e2c626a50966c1d7b","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium","0.7556247"
"1b02adc1aa823484fd6088deec8f95a6","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria","0.9805583"
"3d7a609eff6f647f07354b1a5d746924","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas; s__Roseomonas_terricola","0.9136673"
"9a1103068cb26f3af3eb60937f126be1","d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__A0839; g__A0839","0.9999468"
